accession	start	end	strand	matching_mode	reference_id	reference_start	reference_end	reference_product	PhageMine_product	PhageMine_category	PhageMine_review_notes	Pharokka_product	Pharokka_category	Pharokka_review_notes
NC_000866.4	125560	125748	-	relaxed	NP_049812.1	125560	125748	Alt.1 conserved hypothetical protein	uncharacterized 7.2 kda protein in alt-gp30 intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	125745	127208	-	relaxed	NP_049813.1	125745	127208	DNA ligase	dna ligase	EXACT_PRODUCT_AGREEMENT		ATP-dependent DNA ligase	UNRESOLVED_REVIEW_REQUIRED	
NC_000866.4	127205	127474	-	relaxed	NP_049814.1	127205	127474	DUF3045 domain-containing protein	uncharacterized 10.8 kda protein in gp30-riii intergenic region	ABSTENTION		hypothetical protein	ABSTENTION	
NC_000866.4	127474	128310	-	relaxed	NP_049815.1	127474	128310	hypothetical protein	uncharacterized 32.4 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	128307	128765	-	relaxed	NP_049816.1	128307	128765	hypothetical protein	anti-dart factor nadar	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	128758	128964	-	relaxed	NP_049818.1	128758	128964	gp30.4 conserved hypothetical protein	uncharacterized 8.1 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	128961	129158	-	relaxed	NP_049819.1	128961	129158	gp30.5 hypothetical protein	uncharacterized 7.3 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	129158	129445	-	relaxed	NP_049820.1	129158	129445	gp30.6 conserved hypothetical protein	uncharacterized 10.8 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	129487	129852	-	relaxed	NP_049821.1	129487	129852	gp30.7 conserved hypothetical protein	uncharacterized 14.1 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	129921	130253	-	relaxed	NP_049822.1	129921	130253	gp30.8 conserved hypothetical protein	uncharacterized 12.9 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	130364	130582	-	relaxed	NP_049823.1	130364	130540	gp30.9 conserved hypothetical protein	uncharacterized 11.1 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	130785	131033	-	relaxed	NP_049824.1	130785	131033	lysis inhibition; accessory protein	lysis inhibition accessory protein	EXACT_PRODUCT_AGREEMENT		lysis inhibition accessory protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	131181	131516	-	relaxed	NP_049825.1	131181	131516	head morphogenesis	capsid assembly protein gp31	UNRESOLVED_REVIEW_REQUIRED		head morphogenesis	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	131573	131881	-	relaxed	NP_049826.1	131573	131881	SH3 beta-barrel fold-containing protein	uncharacterized 11.5 kda protein in gp31-cd intergenic region	ABSTENTION		hypothetical protein	ABSTENTION	
NC_000866.4	131882	132118	-	relaxed	NP_049827.1	131882	132118	hypothetical protein	uncharacterized 9.4 kda protein in gp31-cd intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	132118	132699	-	relaxed	NP_049828.1	132118	132699	dCMP deaminase	deoxycytidylate deaminase	UNRESOLVED_REVIEW_REQUIRED		dCMP deaminase	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	132696	133034	-	relaxed	NP_049829.1	132696	133034	Cd.1 hypothetical protein	uncharacterized 12.8 kda protein in cd-pset intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	133031	133261	-	relaxed	NP_049830.1	133031	133261	Cd.2 conserved hypothetical protein	uncharacterized 8.7 kda protein in cd-pset intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	133334	133609	-	relaxed	NP_049831.1	133334	133609	Cd.3 conserved hypothetical protein	uncharacterized 10.1 kda protein in cd-pset intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	133612	133812	-	relaxed	NP_049832.1	133612	133812	Cd.4 conserved hypothetical protein	uncharacterized 7.9 kda protein in cd-pset intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	133805	134002	-	relaxed	NP_049833.1	133805	134032	Cd.5 hypothetical protein	uncharacterized 8.7 kda protein in cd-pset intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	134002	134907	-	relaxed	NP_049834.1	134002	134907	polynucleotide kinase	polynucleotide kinase	EXACT_PRODUCT_AGREEMENT		polynucleotide kinase	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	134908	135135	-	relaxed	NP_049835.1	134908	135135	PseT.1 conserved hypothetical protein	uncharacterized 8.8 kda protein in pset-alc intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	135132	135431	-	relaxed	NP_049836.2	135132	135431	Rz-like spanin	spanin, outer lipoprotein subunit	UNRESOLVED_REVIEW_REQUIRED		Rz-like spanin	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	135428	135781	-	relaxed	NP_049837.1	135428	135781	Rz-like spanin	spanin, inner membrane subunit	UNRESOLVED_REVIEW_REQUIRED		Rz-like spanin	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	135772	136278	-	relaxed	NP_049838.1	135772	136275	inhibitor of host transcription	protein alc	UNRESOLVED_REVIEW_REQUIRED		inhibitor of host transcription	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	136340	137464	-	relaxed	NP_049839.1	136340	137464	RNA ligase and tail fiber protein attachment catalyst	rna ligase 1	UNRESOLVED_REVIEW_REQUIRED		RNA ligase and tail fiber protein attachment catalyst	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	137517	137927	-	relaxed	NP_049840.1	137517	137951	endonuclease	endonuclease ii	UNRESOLVED_REVIEW_REQUIRED		endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	139716	139967	-	relaxed	NP_049843.1	139716	139967	Nrd.1 hypothetical protein	uncharacterized 9.4 kda protein in nrdb-nrda intergenic region	NON_EVALUABLE_REFERENCE		homing endonuclease	NON_EVALUABLE_REFERENCE	
NC_000866.4	139991	140416	-	relaxed	NP_049844.1	139991	140416	homing endonuclease	probable mobile endonuclease e	UNRESOLVED_REVIEW_REQUIRED		homing endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	140416	142680	-	relaxed	NP_049845.1	140416	142680	NrdA-like aerobic NDP reductase large subunit	ribonucleoside-diphosphate reductase subunit alpha	UNRESOLVED_REVIEW_REQUIRED		ribonucleotide reductase large subunit	UNRESOLVED_REVIEW_REQUIRED	
NC_000866.4	142671	142997	-	relaxed	NP_049846.1	142671	142997	hypothetical protein	uncharacterized 12.4 kda protein in nrda-td intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	142951	143214	-	relaxed	NP_049847.1	142951	143214	NrdA.2 conserved hypothetical protein	uncharacterized 10.1 kda protein in nrda-td intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	143694	144431	-	relaxed	NP_049849.3	143694	144431	homing endonuclease	intron-associated endonuclease 1	UNRESOLVED_REVIEW_REQUIRED		homing endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	145109	145690	-	relaxed	NP_049850.1	145109	145690	dihydrofolate reductase	dihydrofolate reductase	EXACT_PRODUCT_AGREEMENT		dihydrofolate reductase	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	145762	146004	-	relaxed	NP_049851.1	145762	146004	DUF5417 domain-containing protein	uncharacterized 9.5 kda protein in frd-gp32 intergenic region	ABSTENTION		hypothetical protein	ABSTENTION	
NC_000866.4	146143	146529	-	relaxed	NP_049852.1	146143	146529	hypothetical protein	uncharacterized 14.8 kda protein in frd-gp32 intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	146575	146802	-	relaxed	NP_049853.1	146575	146802	hypothetical protein	uncharacterized 8.8 kda protein in frd-gp32 intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	146948	147853	-	relaxed	NP_049854.1	146948	147853	single strand DNA binding protein	single-stranded dna-binding protein	UNRESOLVED_REVIEW_REQUIRED		single strand DNA binding protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	147909	148541	-	relaxed	NP_049855.1	147909	148541	homing endonuclease	uncharacterized 24.6 kda protein in gp32-gp59 intergenic region	ABSTENTION		homing endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	148543	149181	-	relaxed	NP_049856.1	148543	149196	DNA helicase loader	dna helicase assembly protein	UNRESOLVED_REVIEW_REQUIRED		DNA helicase loader	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	149193	149531	-	relaxed	NP_049857.1	149193	149531	late promoter transcriptional regulator	late transcription coactivator	UNRESOLVED_REVIEW_REQUIRED		late promoter transcriptional regulator	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	149509	149778	-	relaxed	NP_049858.1	149509	149778	transcriptional regulator	double-stranded dna-binding protein	UNRESOLVED_REVIEW_REQUIRED		transcriptional regulator	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	149787	150704	-	relaxed	NP_049859.1	149787	150704	RnaseH	ribonuclease h	UNRESOLVED_REVIEW_REQUIRED		exonuclease	UNRESOLVED_REVIEW_REQUIRED	
NC_000866.4	150809	154678	+	relaxed	NP_049860.1	150809	154678	tail fiber protein proximal subunit	long-tail fiber proximal subunit	UNRESOLVED_REVIEW_REQUIRED		tail fiber protein proximal subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	154687	155805	+	relaxed	NP_049861.1	154687	155805	long tail fiber protein proximal connector	long-tail fiber protein gp35	UNRESOLVED_REVIEW_REQUIRED		long tail fiber protein proximal connector	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	155868	156533	+	relaxed	NP_049862.1	155868	156533	hinge connector of long tail fiber protein distal connector	tail fiber protein	UNRESOLVED_REVIEW_REQUIRED		hinge connector of long tail fiber protein distal connector	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	156542	159622	+	relaxed	NP_049863.1	156542	159622	long tail fiber protein distal subunit	long-tail fiber protein gp37	UNRESOLVED_REVIEW_REQUIRED		long tail fiber protein distal subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	159649	160200	+	relaxed	NP_049864.1	159649	160200	tail fiber assembly	tail fiber assembly protein	UNRESOLVED_REVIEW_REQUIRED		tail fiber assembly	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	160221	160877	+	relaxed	NP_049865.1	160221	160877	holin	holin	EXACT_PRODUCT_AGREEMENT		holin	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	160878	161150	-	relaxed	NP_049866.1	160878	161150	anti-sigma factor	10 kda anti-sigma factor	UNRESOLVED_REVIEW_REQUIRED		anti-sigma factor	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	161163	161315	-	relaxed	NP_049867.1	161163	161315	AsiA.1 hypothetical protein	uncharacterized 5.9 kda protein in asia-arn intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	161312	161590	-	relaxed	NP_049868.1	161312	161590	inhibitor of MrcBC restriction	anti-restriction endonuclease	UNRESOLVED_REVIEW_REQUIRED		inhibitor of MrcBC restriction	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	161674	161805	-	relaxed	NP_049869.1	161674	161805	hypothetical protein	uncharacterized 5.2 kda protein in arn-mota intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	161876	162172	-	relaxed	NP_049870.1	161876	162172	hypothetical protein	uncharacterized 11.4 kda protein in arn-mota intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	162172	162630	-	relaxed	NP_049871.1	162172	162630	Arn.3 conserved hypothetical protein	uncharacterized 17.8 kda protein in arn-mota intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	162627	162833	-	relaxed	NP_049872.2	162627	162833	Arn.4 conserved hypothetical protein	uncharacterized 12.8 kda protein in arn-mota intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	162967	163602	-	relaxed	NP_049873.1	162967	163602	MotA-like activator of middle period transcription	middle transcription regulatory protein mota	UNRESOLVED_REVIEW_REQUIRED		MotA-like activator of middle period transcription	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	163730	163879	-	relaxed	NP_049874.1	163730	163879	MotA.1 hypothetical predicted periplasmic protein	uncharacterized 4.8 kda protein in mota-gp52 intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	163876	165204	-	relaxed	NP_049875.1	163876	165204	DNA topoisomerase II	dna topoisomerase medium subunit	UNRESOLVED_REVIEW_REQUIRED		DNA topoisomerase II	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	165209	165349	-	relaxed	NP_049876.1	165209	165349	gp52.1 conserved hypothetical predicted membrane protein	uncharacterized 5.1 kda protein in gp52-ac intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	165342	165497	-	relaxed	NP_049877.1	165342	165497	Ac acridine resistance protein	uncharacterized protein 52.2	ABSTENTION		hypothetical protein	ABSTENTION	
NC_000866.4	165585	166040	-	relaxed	NP_049879.1	165585	166040	Ndd-like nucleoid disruption protein	nucleoid disruption protein	UNRESOLVED_REVIEW_REQUIRED		Ndd-like nucleoid disruption protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	166101	166316	-	relaxed	NP_049880.1	166101	166316	hypothetical protein	uncharacterized 8.1 kda protein in ndd-denb intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	166325	166432	-	relaxed	NP_049881.1	166325	166435	Ndd.2 hypothetical predicted outer membrane protein	uncharacterized 4.4 kda protein in ndd-denb intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	166432	166554	-	relaxed	NP_049882.1	166432	166554	periplasmic protein	uncharacterized 4.3 kda protein in ndd-denb intergenic region	ABSTENTION		periplasmic protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	166548	166649	-	relaxed	NP_049883.1	166548	166628	Ndd.3 hypothetical predicted inner membrane protein	hypothetical protein	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	166636	166749	-	relaxed	NP_049884.1	166636	166764	Ndd.4 hypothetical predicted inner membrane	uncharacterized 5.0 kda protein in ndd-denb intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	166815	166913	-	relaxed	NP_049885.1	166815	166913	outer membrane protein	uncharacterized 3.7 kda protein in ndd-denb intergenic region	ABSTENTION		outer membrane protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	167103	167660	-	relaxed	NP_049887.1	167103	167660	DenB-like DNA endonuclease IV	endonuclease iv	UNRESOLVED_REVIEW_REQUIRED		DenB-like DNA endonuclease IV	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	167743	167937	-	relaxed	NP_049888.1	167743	167937	DenB.1 hypothetical protein	uncharacterized 7.5 kda protein in denb-riib intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	167965	168903	-	relaxed	NP_049889.1	167965	168903	RIIB lysis inhibitor	protein riib	UNRESOLVED_REVIEW_REQUIRED		RIIB lysis inhibitor	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	191	736	+	relaxed	NP_040580.1	191	736	terminase small subunit	conserved phage protein of unknown function	ABSTENTION		terminase small subunit	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	891	2636	+	relaxed	NP_040581.1	711	2636	terminase large subunit	terminase, large subunit	EXACT_PRODUCT_AGREEMENT		terminase large subunit	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	2633	2839	+	relaxed	NP_040582.1	2633	2839	head-tail adaptor Ad1	head completion protein	UNRESOLVED_REVIEW_REQUIRED		head-tail adaptor Ad1	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	2836	4437	+	relaxed	NP_040583.1	2836	4437	portal protein	portal protein b	UNRESOLVED_REVIEW_REQUIRED		portal protein	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	5747	6079	+	relaxed	NP_040586.1	5747	6079	head decoration	capsid decoration protein	UNRESOLVED_REVIEW_REQUIRED		head decoration	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	6135	7160	+	relaxed	NP_040587.1	6135	7160	major capsid protein	major capsid protein	EXACT_PRODUCT_AGREEMENT		hypothetical protein	ABSTENTION	
NC_001416.1	7163	7600	+	relaxed	NP_040588.1	7202	7600	DNA packaging chaperone FI	dna-packaging protein fi	UNRESOLVED_REVIEW_REQUIRED		DNA packaging chaperone FI	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	7678	7965	+	relaxed	NP_040589.1	7612	7965	head closure Hc1	head closure protein hc1	UNRESOLVED_REVIEW_REQUIRED		head closure Hc1	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	7977	8555	+	relaxed	NP_040590.1	7977	8555	tail protein	tail completion protein z	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_001416.1	8552	8947	+	relaxed	NP_040591.1	8552	8947	tail terminator	tail tube terminator protein	UNRESOLVED_REVIEW_REQUIRED		tail terminator	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	8955	9695	+	relaxed	NP_040592.1	8955	9695	major tail protein	tail tube protein	UNRESOLVED_REVIEW_REQUIRED		major tail protein	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	9711	10133	+	relaxed	NP_040593.1	9711	10133	minor tail protein G	tail assembly protein g	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_001416.1	10160	10549	+	relaxed	NP_040594.1	10115	10549	minor tail protein	putative minor tail protein	UNRESOLVED_REVIEW_REQUIRED		minor tail protein	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	10542	13103	+	relaxed	NP_040595.1	10542	13103	tail length tape measure protein	tape measure protein	UNRESOLVED_REVIEW_REQUIRED		tail length tape measure protein	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	13100	13429	+	relaxed	NP_040596.1	13100	13429	minor tail protein	tail tip protein m	UNRESOLVED_REVIEW_REQUIRED		minor tail protein	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	13429	14127	+	relaxed	NP_040597.1	13429	14127	minor tail protein	tail tip protein l	UNRESOLVED_REVIEW_REQUIRED		minor tail protein	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	14276	14875	+	relaxed	NP_040598.1	14276	14875	C40 family peptidase	tail tip assembly protein k	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_001416.1	14773	15444	+	relaxed	NP_040599.1	14773	15444	tail assembly protein	tail tip assembly protein i	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_001416.1	15505	18903	+	relaxed	NP_040600.1	15505	18903	central tail fiber J	tip attachment protein j	UNRESOLVED_REVIEW_REQUIRED		tail fiber protein	UNRESOLVED_REVIEW_REQUIRED	
NC_001416.1	18965	19585	+	relaxed	NP_040601.1	18965	19585	Lom outer membrane protein	outer membrane protein lom	UNRESOLVED_REVIEW_REQUIRED		Lom outer membrane protein	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	19650	20855	+	relaxed	NP_040602.1	19650	20855	tail fiber protein	tail fiber protein	EXACT_PRODUCT_AGREEMENT		tail fiber protein	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	21029	21973	+	relaxed	NP_040604.1	21029	21973	tail fiber protein	tail fiber protein	EXACT_PRODUCT_AGREEMENT		tail fiber protein	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	21973	22557	+	relaxed	NP_040605.1	21973	22557	tail fiber assembly	tail fiber assembly protein	UNRESOLVED_REVIEW_REQUIRED		tail fiber assembly	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	22686	23918	-	relaxed	NP_040606.1	22686	23918	ea47	protein ea47	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_001416.1	24509	25399	-	relaxed	NP_040607.1	24509	25399	HNH endonuclease	protein ea31	UNRESOLVED_REVIEW_REQUIRED		HNH endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	25396	26973	-	relaxed	NP_040608.1	25396	26973	AAA family ATPase	protein ea59	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_001416.1	27812	28882	-	relaxed	NP_040609.1	27812	28882	integrase	integrase	EXACT_PRODUCT_AGREEMENT		integrase	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	28860	29078	-	relaxed	NP_040610.1	28860	29078	excisionase	excisionase	EXACT_PRODUCT_AGREEMENT		excisionase	EXACT_PRODUCT_AGREEMENT	
NC_001416.1	29118	29285	-	relaxed	NP_597778.1	29118	29285	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_001416.1	29374	29655	-	relaxed	NP_040611.1	29374	29655	ea8.5	protein ea8.5	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_001416.1	29847	30347	-	relaxed	NP_040612.1	29847	30395	ead/Ea22-like family protein	protein ea22	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_001416.1	31005	31196	-	relaxed	NP_040614.1	31005	31196	DUF1382 family protein	conserved phage protein of unknown function	ABSTENTION		hypothetical protein	ABSTENTION	
NC_001416.1	31169	31351	-	relaxed	NP_040615.1	31169	31351	DUF1317 domain-containing protein	conserved phage protein of unknown function	ABSTENTION		hypothetical protein	ABSTENTION	
